warnings,steps,time,difference,activeCollisions,collisionStarts,characters,bodies,raycasts,clears,unblocks,explores,flees
1,1,1680635816707,36142,0,8,2,80,0,2635237,0,0,0
1,2,1680635816720,13,7,3,2,81,0,0,0,0,0
1,3,1680635816735,15,8,1,2,81,0,0,0,0,0
1,4,1680635816750,15,9,0,2,81,0,0,0,0,0
1,5,1680635816767,17,9,0,2,81,0,0,0,0,0
1,6,1680635816783,16,8,1,2,81,0,0,0,0,0
1,7,1680635816799,16,9,1,2,81,0,0,0,0,0
1,8,1680635816815,16,10,0,2,81,0,0,0,0,0
1,9,1680635816833,18,10,0,2,81,0,0,0,0,0
1,10,1680635816849,16,10,1,2,81,0,0,0,0,0
1,11,1680635816865,16,11,0,2,81,0,0,0,0,0
1,12,1680635816880,15,11,0,2,81,0,0,0,0,0
1,13,1680635816896,16,10,1,2,81,0,0,0,0,0
1,14,1680635816912,16,11,1,2,81,0,0,0,0,0
1,15,1680635816928,16,12,1,2,81,0,0,0,0,0
1,16,1680635816944,16,13,1,2,81,0,0,0,0,0
1,17,1680635816960,16,14,0,2,81,0,0,0,0,0
1,18,1680635816976,16,14,0,2,81,0,0,0,0,0
2,19,1680635817014,38,12,2,1,81,4,110,0,1,0
2,20,1680635817029,15,12,0,1,81,4,3,0,0,0
2,21,1680635817045,16,11,1,1,81,4,3,0,0,0
2,22,1680635817061,16,11,1,1,81,4,3,0,0,0
2,23,1680635817078,17,12,0,1,81,4,3,0,0,0
2,24,1680635817094,16,9,0,1,81,4,3,0,0,0
2,25,1680635817110,16,8,0,1,81,4,3,0,0,0
2,26,1680635817125,15,8,0,1,81,4,3,0,0,0
2,27,1680635817141,16,8,0,1,81,4,3,0,0,0
2,28,1680635817158,17,8,0,1,81,4,3,0,0,0
2,29,1680635817174,16,8,0,1,81,4,3,0,0,0
2,30,1680635817190,16,7,0,1,81,4,3,0,0,0
2,31,1680635817206,16,7,0,1,81,4,3,0,0,0
2,32,1680635817221,15,7,0,1,81,4,3,0,0,0
2,33,1680635817238,17,7,0,1,81,4,3,0,0,0
2,34,1680635817253,15,7,0,1,81,4,3,0,0,0
2,35,1680635817270,17,7,0,1,81,4,3,0,0,0
2,36,1680635817286,16,7,0,1,81,4,3,0,0,0
2,37,1680635817302,16,7,0,1,81,4,3,0,0,0
2,38,1680635817318,16,7,0,1,81,4,3,0,0,0
2,39,1680635817334,16,7,0,1,81,4,3,0,0,0
2,40,1680635817350,16,7,0,1,81,4,3,0,0,0
2,41,1680635817366,16,7,0,1,81,4,3,0,0,0
2,42,1680635817382,16,7,0,1,81,4,3,0,0,0
2,43,1680635817397,15,7,0,1,81,4,3,0,0,0
2,44,1680635817414,17,7,0,1,81,4,3,0,0,0
2,45,1680635817431,17,7,0,1,81,4,3,0,0,0
2,46,1680635817447,16,7,0,1,81,4,3,0,0,0
2,47,1680635817463,16,7,0,1,81,4,3,0,0,0
2,48,1680635817479,16,7,0,1,81,4,3,0,0,0
2,49,1680635817495,16,7,0,1,81,4,3,0,0,0
2,50,1680635817510,15,7,0,1,81,4,3,0,0,0
2,51,1680635817527,17,7,0,1,81,4,3,0,0,0
2,52,1680635817544,17,7,0,1,81,4,3,0,0,0
2,53,1680635817560,16,7,0,1,81,4,3,0,0,0
2,54,1680635817575,15,7,0,1,81,4,3,0,0,0
2,55,1680635817592,17,7,0,1,81,4,3,0,0,0
2,56,1680635817608,16,7,0,1,81,4,3,0,0,0
2,57,1680635817625,17,7,0,1,81,4,3,0,0,0
2,58,1680635817641,16,7,0,1,81,4,3,0,0,0
2,59,1680635817657,16,7,0,1,81,4,3,0,0,0
2,60,1680635817672,15,7,0,1,81,4,3,0,0,0
2,61,1680635817688,16,7,0,1,81,4,3,0,0,0
2,62,1680635817705,17,7,0,1,81,4,3,0,0,0
2,63,1680635817722,17,7,0,2,81,4,3,0,0,0
2,64,1680635817738,16,7,2,2,82,4,27,0,1,1
2,65,1680635817754,16,6,2,2,82,4,7,0,0,1
2,66,1680635817771,17,8,1,2,82,4,7,0,0,1
2,67,1680635817787,16,7,1,2,82,4,7,0,0,1
2,68,1680635817803,16,7,1,2,82,4,7,0,0,1
2,69,1680635817820,17,7,0,2,82,4,7,0,0,1
2,70,1680635817836,16,7,0,2,82,4,7,0,0,1
2,71,1680635817853,17,7,0,2,82,4,7,0,0,1
2,72,1680635817870,17,7,0,2,82,4,7,0,0,1
2,73,1680635817886,16,7,0,2,82,4,7,0,0,1
2,74,1680635817902,16,7,0,2,82,4,7,0,0,1
2,75,1680635817918,16,7,0,2,82,4,7,0,0,1
2,76,1680635817934,16,7,0,2,82,4,7,0,0,1
2,77,1680635817951,17,7,0,2,82,4,7,0,0,1
2,78,1680635817967,16,7,0,2,82,4,7,0,0,1
2,79,1680635817983,16,7,0,2,82,4,7,0,0,1
2,80,1680635817999,16,7,0,2,82,4,7,0,0,1
2,81,1680635818015,16,7,0,2,82,4,7,0,0,1
2,82,1680635818031,16,7,0,2,82,4,7,0,0,1
2,83,1680635818047,16,7,0,2,82,4,7,0,0,1
2,84,1680635818063,16,7,0,2,82,4,7,0,0,1
2,85,1680635818079,16,7,0,2,82,4,7,0,0,1
2,86,1680635818095,16,7,0,2,82,4,7,0,0,1
2,87,1680635818111,16,7,2,2,82,4,7,0,0,1
2,88,1680635818126,15,9,0,2,82,4,7,0,0,1
2,89,1680635818143,17,9,1,2,82,4,7,0,0,1
2,90,1680635818158,15,10,0,2,82,4,7,0,0,1
2,91,1680635818174,16,9,1,2,82,4,7,0,0,1
2,92,1680635818191,17,10,0,2,82,4,7,0,0,1
2,93,1680635818207,16,9,1,2,82,4,7,0,0,1
2,94,1680635818224,17,9,0,2,82,4,7,0,0,1
2,95,1680635818240,16,7,2,2,82,4,7,0,0,1
2,96,1680635818256,16,9,3,2,82,4,7,0,0,1
2,97,1680635818272,16,10,0,2,82,4,7,0,0,1
2,98,1680635818288,16,9,0,2,82,4,7,0,0,1
2,99,1680635818305,17,8,1,2,82,4,7,0,0,1
2,100,1680635818321,16,8,0,2,82,4,7,0,0,1
2,101,1680635818337,16,7,0,2,82,4,7,0,0,1
2,102,1680635818352,15,7,1,2,82,4,7,0,0,1
2,103,1680635818369,17,8,1,2,82,4,7,0,0,1
2,104,1680635818386,17,9,0,2,82,4,7,0,0,1
2,105,1680635818403,17,9,1,2,82,4,7,0,0,1
2,106,1680635818419,16,9,2,2,82,4,7,0,0,1
2,107,1680635818436,17,10,1,2,82,4,7,0,0,1
2,108,1680635818452,16,10,1,2,82,4,7,0,0,1
2,109,1680635818468,16,9,1,2,82,4,7,0,0,1
2,110,1680635818484,16,9,0,2,82,4,7,0,0,1
2,111,1680635818500,16,9,0,2,82,4,7,0,0,1
2,112,1680635818516,16,9,0,2,82,4,7,0,0,1
2,113,1680635818532,16,9,1,2,82,4,7,0,0,1
2,114,1680635818548,16,9,0,2,82,4,7,0,0,1
2,115,1680635818564,16,8,0,2,82,4,7,0,0,1
2,116,1680635818579,15,7,0,2,82,4,7,0,0,1
2,117,1680635818595,16,7,0,2,82,4,8,0,0,1
2,118,1680635818611,16,7,0,2,82,4,8,0,0,1
2,119,1680635818627,16,6,0,2,82,4,8,0,0,1
2,120,1680635818644,17,6,0,2,82,4,8,0,0,1
2,121,1680635818660,16,6,0,2,82,4,8,0,0,1
2,122,1680635818676,16,6,1,2,82,4,8,0,0,1
2,123,1680635818692,16,7,0,2,82,4,8,0,0,1
2,124,1680635818709,17,7,0,2,82,4,8,0,0,1
2,125,1680635818725,16,7,0,3,82,4,8,0,0,1
2,126,1680635818742,17,7,1,3,83,4,30,0,1,1
2,127,1680635818758,16,8,1,3,83,4,10,0,0,1
2,128,1680635818774,16,7,2,3,83,4,10,0,0,1
2,129,1680635818790,16,8,0,3,83,4,10,0,0,1
2,130,1680635818807,17,8,0,3,83,4,10,0,0,1
2,131,1680635818824,17,8,1,3,83,4,10,0,0,1
2,132,1680635818841,17,9,1,3,83,4,10,0,0,1
2,133,1680635818856,15,9,0,3,83,4,10,0,0,1
2,134,1680635818872,16,9,0,3,83,4,10,0,0,1
2,135,1680635818897,25,8,1,3,83,4,10,0,0,1
2,136,1680635818913,16,9,0,3,83,4,10,0,0,1
2,137,1680635818929,16,9,0,3,83,4,10,0,0,1
2,138,1680635818945,16,9,0,3,83,4,10,0,0,1
2,139,1680635818961,16,9,0,3,83,4,10,0,0,1
2,140,1680635818976,15,9,0,3,83,4,10,0,0,1
2,141,1680635818993,17,9,0,3,83,4,10,0,0,1
2,142,1680635819009,16,8,0,3,83,4,10,0,0,1
2,143,1680635819025,16,8,0,3,83,4,10,0,0,1
2,144,1680635819041,16,8,0,3,83,4,10,0,0,1
2,145,1680635819057,16,8,0,3,83,4,10,0,0,1
2,146,1680635819073,16,8,0,3,83,4,10,0,0,1
2,147,1680635819089,16,8,1,3,83,4,10,0,0,1
2,148,1680635819104,15,9,0,3,83,4,10,0,0,1
2,149,1680635819121,17,9,0,3,83,4,10,0,0,1
2,150,1680635819137,16,9,1,3,83,4,10,0,0,1
2,151,1680635819152,15,10,1,3,83,4,10,0,0,1
2,152,1680635819169,17,11,0,3,83,4,10,0,0,1
2,153,1680635819185,16,10,0,3,83,4,10,0,0,1
2,154,1680635819201,16,9,0,3,83,4,10,0,0,1
2,155,1680635819217,16,9,1,3,83,4,10,0,0,1
2,156,1680635819233,16,10,0,3,83,4,10,0,0,1
2,157,1680635819249,16,10,0,3,83,4,10,0,0,1
2,158,1680635819265,16,9,0,3,83,4,10,0,0,1
2,159,1680635819280,15,9,0,3,83,4,10,0,0,1
2,160,1680635819297,17,8,1,3,83,4,10,0,0,1
2,161,1680635819314,17,9,1,3,83,4,10,0,0,1
2,162,1680635819330,16,10,0,3,83,4,10,0,0,1
2,163,1680635819345,15,10,0,3,83,4,10,0,0,1
2,164,1680635819361,16,10,0,3,83,4,10,0,0,1
2,165,1680635819378,17,10,2,3,83,4,10,0,0,1
2,166,1680635819394,16,12,0,3,83,4,10,0,0,1
2,167,1680635819410,16,12,0,3,83,4,10,0,0,1
2,168,1680635819427,17,10,0,3,83,4,10,0,0,1
2,169,1680635819443,16,10,0,3,83,4,10,0,0,1
2,170,1680635819459,16,10,1,3,83,4,10,0,0,1
2,171,1680635819476,17,11,1,3,83,4,10,0,0,1
2,172,1680635819491,15,10,0,3,83,4,10,0,0,1
2,173,1680635819507,16,10,0,3,83,4,10,0,0,1
2,174,1680635819523,16,7,0,3,83,4,10,0,0,1
2,175,1680635819539,16,7,1,3,83,4,10,0,0,1
2,176,1680635819555,16,8,0,3,83,4,10,0,0,1
2,177,1680635819570,15,8,0,3,83,4,10,0,0,1
2,178,1680635819587,17,8,1,3,83,4,10,0,0,1
2,179,1680635819604,17,9,1,3,83,4,10,0,0,1
2,180,1680635819621,17,10,0,3,83,4,347,0,0,1
2,181,1680635819638,17,8,2,3,83,4,317,0,0,1
2,182,1680635819654,16,10,1,3,83,4,15,0,0,1
2,183,1680635819670,16,8,0,3,83,4,15,0,0,1
2,184,1680635819686,16,8,0,3,83,4,15,0,0,1
2,185,1680635819702,16,8,0,3,83,4,15,0,0,1
2,186,1680635819718,16,8,0,3,83,4,15,0,0,1
2,187,1680635819734,16,8,2,3,83,4,15,0,0,1
2,188,1680635819750,16,10,0,3,83,4,15,0,0,1
2,189,1680635819766,16,9,1,3,83,4,15,0,0,1
2,190,1680635819782,16,8,1,3,83,4,15,0,0,1
2,191,1680635819798,16,9,0,3,83,4,15,0,0,1
2,192,1680635819814,16,9,1,3,83,4,14,0,0,1
2,193,1680635819830,16,9,0,3,83,4,14,0,0,1
2,194,1680635819845,15,8,0,3,83,4,14,0,0,1
2,195,1680635819861,16,7,0,3,83,4,14,0,0,1
2,196,1680635819878,17,5,1,3,83,4,14,0,0,1
2,197,1680635819894,16,6,0,3,83,4,14,0,0,1
2,198,1680635819911,17,6,1,3,83,4,14,0,0,1
2,199,1680635819928,17,7,0,3,83,4,14,0,0,1
2,200,1680635819945,17,6,1,3,83,4,14,0,0,1
2,201,1680635819961,16,7,0,3,83,4,14,0,0,1
2,202,1680635819977,16,7,0,3,83,4,14,0,0,1
2,203,1680635819993,16,7,0,3,83,4,14,0,0,1
2,204,1680635820009,16,7,0,3,83,4,14,0,0,1
2,205,1680635820025,16,7,0,3,83,4,14,0,0,1
2,206,1680635820041,16,7,0,3,83,4,14,0,0,1
2,207,1680635820057,16,7,0,3,83,4,14,0,0,1
2,208,1680635820073,16,7,0,3,83,4,14,0,0,1
2,209,1680635820088,15,7,0,3,83,4,14,0,0,1
2,210,1680635820104,16,7,1,3,83,4,14,0,0,1
2,211,1680635820121,17,8,0,3,83,4,14,0,0,1
2,212,1680635820137,16,8,0,3,83,4,14,0,0,1
2,213,1680635820153,16,8,1,3,83,4,15,0,0,1
2,214,1680635820169,16,9,1,3,83,4,15,0,0,1
2,215,1680635820185,16,9,0,3,83,4,15,0,0,1
2,216,1680635820201,16,9,0,3,83,4,15,0,0,1
2,217,1680635820218,17,9,0,3,83,4,15,0,0,1
2,218,1680635820235,17,9,0,4,83,4,15,0,0,1
2,219,1680635820252,17,9,2,4,84,4,65,1,1,0
2,220,1680635820267,15,10,0,4,84,4,20,0,0,0
2,221,1680635820283,16,9,0,4,84,4,20,0,0,0
2,222,1680635820299,16,9,0,4,84,4,20,0,0,0
2,223,1680635820315,16,9,0,4,84,4,20,0,0,0
2,224,1680635820331,16,9,0,4,84,4,20,0,0,0
2,225,1680635820348,17,9,0,4,84,4,20,0,0,0
2,226,1680635820364,16,9,0,4,84,4,20,0,0,0
2,227,1680635820380,16,8,1,4,84,4,20,0,0,0
2,228,1680635820395,15,9,1,4,84,4,20,0,0,0
2,229,1680635820411,16,10,0,4,84,4,20,0,0,0
2,230,1680635820427,16,10,0,4,84,4,20,0,0,0
2,231,1680635820444,17,9,1,4,84,4,20,0,0,0
2,232,1680635820460,16,10,0,4,84,4,20,0,0,0
2,233,1680635820476,16,10,0,4,84,4,20,0,0,0
2,234,1680635820492,16,10,0,4,84,4,20,0,0,0
2,235,1680635820508,16,9,0,4,84,4,20,0,0,0
2,236,1680635820524,16,9,0,4,84,4,20,0,0,0
2,237,1680635820540,16,8,1,4,84,4,20,0,0,0
2,238,1680635820556,16,9,0,4,84,4,20,0,0,0
2,239,1680635820572,16,9,2,4,84,4,20,0,0,0
2,240,1680635820588,16,11,0,4,84,4,20,0,0,0
2,241,1680635820604,16,11,1,4,84,4,20,0,0,0
2,242,1680635820620,16,11,0,4,84,4,20,0,0,0
2,243,1680635820636,16,11,1,4,84,4,20,0,0,0
2,244,1680635820652,16,12,0,4,84,4,20,0,0,0
2,245,1680635820669,17,12,0,4,84,4,20,0,0,0
2,246,1680635820685,16,10,0,4,84,4,20,0,0,0
2,247,1680635820702,17,10,0,4,84,4,20,0,0,0
2,248,1680635820718,16,10,0,4,84,4,20,0,0,0
2,249,1680635820734,16,10,1,4,84,4,20,0,0,0
2,250,1680635820750,16,10,0,4,84,4,20,0,0,0
2,251,1680635820766,16,10,1,4,84,4,20,0,0,0
2,252,1680635820782,16,11,0,4,84,4,20,0,0,0
2,253,1680635820798,16,11,0,4,84,4,20,0,0,0
2,254,1680635820814,16,11,0,4,84,4,20,0,0,0
2,255,1680635820830,16,11,2,4,84,4,20,0,0,0
2,256,1680635820846,16,12,0,4,84,4,20,0,0,0
2,257,1680635820862,16,12,0,4,84,4,20,0,0,0
2,258,1680635820878,16,12,0,4,84,4,20,0,0,0
2,259,1680635820894,16,11,0,4,84,4,21,0,0,0
2,260,1680635820910,16,11,0,4,84,4,21,0,0,0
2,261,1680635820926,16,10,0,4,84,4,21,0,0,0
2,262,1680635820942,16,10,0,4,84,4,21,0,0,0
2,263,1680635820958,16,10,0,4,84,4,21,0,0,0
2,264,1680635820974,16,10,0,4,84,4,21,0,0,0
2,265,1680635820990,16,10,1,4,84,4,21,0,0,0
2,266,1680635821006,16,11,1,4,84,4,22,0,0,0
2,267,1680635821022,16,12,1,4,84,4,22,0,0,0
2,268,1680635821038,16,13,0,4,84,4,22,0,0,0
2,269,1680635821054,16,13,0,4,84,4,22,0,0,0
2,270,1680635821070,16,13,0,4,84,4,22,0,0,0
2,271,1680635821086,16,12,0,4,84,4,21,0,0,0
2,272,1680635821102,16,12,0,4,84,4,21,0,0,0
2,273,1680635821118,16,12,0,4,84,4,21,0,0,0
2,274,1680635821135,17,12,0,4,84,4,21,0,0,0
2,275,1680635821151,16,12,0,4,84,4,21,0,0,0
2,276,1680635821167,16,12,0,4,84,4,21,0,0,0
2,277,1680635821183,16,12,0,4,84,4,21,0,0,0
2,278,1680635821199,16,12,0,4,84,4,21,0,0,0
2,279,1680635821215,16,12,0,4,84,4,21,0,0,0
2,280,1680635821231,16,12,0,4,84,4,21,0,0,0
2,281,1680635821248,17,12,0,4,84,4,21,0,0,0
2,282,1680635821264,16,12,0,4,84,4,21,0,0,0
2,283,1680635821280,16,12,0,4,84,4,21,0,0,0
2,284,1680635821296,16,12,0,4,84,4,21,0,0,0
2,285,1680635821312,16,12,0,4,84,4,21,0,0,0
2,286,1680635821328,16,12,0,4,84,4,21,0,0,0
2,287,1680635821344,16,12,0,4,84,4,21,0,0,0
2,288,1680635821360,16,12,0,4,84,4,21,0,0,0
2,289,1680635821376,16,12,0,4,84,4,21,0,0,0
2,290,1680635821391,15,12,0,4,84,4,21,0,0,0
2,291,1680635821407,16,12,0,4,84,4,21,0,0,0
2,292,1680635821423,16,12,0,4,84,4,21,0,0,0
2,293,1680635821440,17,12,0,4,84,4,21,0,0,0
2,294,1680635821457,17,12,0,4,84,4,21,0,0,0
2,295,1680635821473,16,12,0,4,84,4,21,0,0,0
2,296,1680635821489,16,12,0,4,84,4,21,0,0,0
2,297,1680635821505,16,12,0,4,84,4,21,0,0,0
2,298,1680635821521,16,12,0,4,84,4,21,0,0,0
2,299,1680635821537,16,12,0,4,84,4,21,0,0,0
2,300,1680635821553,16,12,0,4,84,4,21,0,0,0
2,301,1680635821569,16,12,0,4,84,4,21,0,0,0
2,302,1680635821585,16,12,0,4,84,4,21,0,0,0
2,303,1680635821601,16,12,0,4,84,4,21,0,0,0
2,304,1680635821617,16,12,0,4,84,4,21,0,0,0
2,305,1680635821633,16,12,0,4,84,4,21,0,0,0
2,306,1680635821649,16,12,1,4,84,4,21,0,0,0
2,307,1680635821666,17,13,0,4,84,4,21,0,0,0
2,308,1680635821681,15,13,0,4,84,4,21,0,0,0
2,309,1680635821698,17,13,0,4,84,4,13,0,0,0
2,310,1680635821713,15,13,0,4,84,4,13,0,0,0
2,311,1680635821729,16,10,0,4,84,4,13,0,0,0
2,312,1680635821746,17,10,1,4,84,4,13,0,0,0
2,313,1680635821762,16,11,2,4,84,4,13,0,0,0
2,314,1680635821778,16,13,1,4,84,4,13,0,0,0
2,315,1680635821794,16,14,0,4,84,4,13,0,0,0
2,316,1680635821810,16,13,0,4,84,4,13,0,0,0
2,317,1680635821827,17,12,0,4,84,4,13,0,0,0
2,318,1680635821843,16,12,0,4,84,4,13,0,0,0
2,319,1680635821859,16,12,0,4,84,4,13,0,0,0
2,320,1680635821875,16,12,0,4,84,4,13,0,0,0
2,321,1680635821891,16,12,0,4,84,4,13,0,0,0
2,322,1680635821907,16,12,0,4,84,4,13,0,0,0
2,323,1680635821924,17,12,0,4,84,4,10,0,0,0
2,324,1680635821940,16,11,0,4,84,4,10,0,0,0
2,325,1680635821956,16,11,0,4,84,4,10,0,0,0
2,326,1680635821971,15,11,0,4,84,4,10,0,0,0
2,327,1680635821988,17,11,0,4,84,4,10,0,0,0
2,328,1680635822005,17,11,0,4,84,4,10,0,0,0
2,329,1680635822021,16,11,0,4,84,4,10,0,0,0
2,330,1680635822037,16,11,0,4,84,4,10,0,0,0
2,331,1680635822053,16,11,0,4,84,4,10,0,0,0
2,332,1680635822069,16,11,0,4,84,4,10,0,0,0
2,333,1680635822085,16,10,1,4,84,4,10,0,0,0
2,334,1680635822101,16,11,0,4,84,4,10,0,0,0
2,335,1680635822117,16,11,0,4,84,4,10,0,0,0
2,336,1680635822133,16,11,0,4,84,4,10,0,0,0
2,337,1680635822148,15,11,0,4,84,4,10,0,0,0
2,338,1680635822164,16,11,0,4,84,4,10,0,0,0
2,339,1680635822181,17,11,0,4,84,4,10,0,0,0
2,340,1680635822196,15,11,0,4,84,4,10,0,0,0
2,341,1680635822213,17,11,0,4,84,4,8,0,0,0
2,342,1680635822229,16,11,0,4,84,4,8,0,0,0
2,343,1680635822245,16,11,0,5,84,4,8,0,0,0
2,344,1680635822261,16,11,2,5,85,4,9,0,0,0
2,345,1680635822277,16,13,0,5,85,4,9,0,0,0
2,346,1680635822294,17,12,2,5,85,4,9,0,0,0
2,347,1680635822311,17,14,0,5,85,4,9,0,0,0
2,348,1680635822328,17,14,0,5,85,4,9,0,0,0
2,349,1680635822344,16,14,0,5,85,4,9,0,0,0
2,350,1680635822360,16,14,0,5,85,4,9,0,0,0
2,351,1680635822376,16,14,0,5,85,4,9,0,0,0
2,352,1680635822392,16,14,0,5,85,4,9,0,0,0
2,353,1680635822409,17,14,0,5,85,4,9,0,0,0
2,354,1680635822425,16,14,0,5,85,4,9,0,0,0
2,355,1680635822442,17,14,0,5,85,4,9,0,0,0
2,356,1680635822459,17,14,0,5,85,4,9,0,0,0
2,357,1680635822476,17,14,0,5,85,4,9,0,0,0
2,358,1680635822493,17,14,0,5,85,4,9,0,0,0
2,359,1680635822510,17,14,0,5,85,4,9,0,0,0
2,360,1680635822525,15,14,0,5,85,4,9,0,0,0
2,361,1680635822542,17,13,0,5,85,4,9,0,0,0
2,362,1680635822559,17,13,0,5,85,4,9,0,0,0
2,363,1680635822575,16,13,1,5,85,4,9,0,0,0
2,364,1680635822592,17,13,0,5,85,4,9,0,0,0
2,365,1680635822608,16,13,0,5,85,4,9,0,0,0
2,366,1680635822625,17,13,0,5,85,4,9,0,0,0
2,367,1680635822641,16,12,0,5,85,4,9,0,0,0
2,368,1680635822659,18,12,1,5,85,4,9,0,0,0
2,369,1680635822674,15,13,0,5,85,4,9,0,0,0
2,370,1680635822690,16,13,0,5,85,4,9,0,0,0
2,371,1680635822706,16,13,1,5,85,4,9,0,0,0
2,372,1680635822722,16,14,0,5,85,4,9,0,0,0
2,373,1680635822738,16,14,0,5,85,4,9,0,0,0
2,374,1680635822754,16,14,0,5,85,4,9,0,0,0
2,375,1680635822772,18,14,0,5,85,4,9,0,0,0
2,376,1680635822788,16,14,0,5,85,4,9,0,0,0
2,377,1680635822804,16,14,0,5,85,4,9,0,0,0
2,378,1680635822820,16,14,0,5,85,4,9,0,0,0
2,379,1680635822836,16,14,0,5,85,4,9,0,0,0
2,380,1680635822852,16,14,1,5,85,4,9,0,0,0
2,381,1680635822868,16,15,0,5,85,4,9,0,0,0
2,382,1680635822884,16,15,0,5,85,4,9,0,0,0
2,383,1680635822901,17,15,0,5,85,4,9,0,0,0
2,384,1680635822917,16,14,0,5,85,4,9,0,0,0
2,385,1680635822934,17,14,0,5,85,4,9,0,0,0
2,386,1680635822951,17,14,0,5,85,4,9,0,0,0
2,387,1680635822968,17,14,0,5,85,4,9,0,0,0
2,388,1680635822984,16,14,0,5,85,4,9,0,0,0
2,389,1680635823001,17,14,0,5,85,4,9,0,0,0
2,390,1680635823016,15,14,0,5,85,4,9,0,0,0
2,391,1680635823033,17,14,0,5,85,4,9,0,0,0
2,392,1680635823048,15,14,0,5,85,4,9,0,0,0
2,393,1680635823065,17,13,0,5,85,4,9,0,0,0
2,394,1680635823080,15,13,0,5,85,4,9,0,0,0
2,395,1680635823097,17,13,0,5,85,4,9,0,0,0
2,396,1680635823112,15,13,0,5,85,4,9,0,0,0
2,397,1680635823128,16,13,0,5,85,4,9,0,0,0
2,398,1680635823145,17,13,0,5,85,4,9,0,0,0
2,399,1680635823162,17,13,0,5,85,4,9,0,0,0
2,400,1680635823179,17,13,0,5,85,4,9,0,0,0
2,401,1680635823196,17,13,0,5,85,4,9,0,0,0
2,402,1680635823212,16,13,0,5,85,4,9,0,0,0
2,403,1680635823228,16,13,0,5,85,4,9,0,0,0
2,404,1680635823244,16,13,0,5,85,4,9,0,0,0
2,405,1680635823261,17,13,0,5,85,4,9,0,0,0
2,406,1680635823278,17,13,0,5,85,4,9,0,0,0
2,407,1680635823295,17,13,0,5,85,4,9,0,0,0
2,408,1680635823311,16,13,0,5,85,4,9,0,0,0
2,409,1680635823326,15,13,0,5,85,4,9,0,0,0
2,410,1680635823343,17,12,0,5,85,4,9,0,0,0
2,411,1680635823358,15,12,0,5,85,4,9,0,0,0
2,412,1680635823374,16,12,0,5,85,4,9,0,0,0
2,413,1680635823391,17,12,0,5,85,4,9,0,0,0
2,414,1680635823408,17,12,0,5,85,4,9,0,0,0
2,415,1680635823424,16,12,0,5,85,4,9,0,0,0
2,416,1680635823440,16,12,0,5,85,4,9,0,0,0
2,417,1680635823456,16,12,0,5,85,4,10,0,0,0
2,418,1680635823472,16,12,0,5,85,4,10,0,0,0
2,419,1680635823488,16,12,0,5,85,4,10,0,0,0
2,420,1680635823505,17,12,0,5,85,4,12,0,0,0
2,421,1680635823522,17,12,0,5,85,4,12,0,0,0
2,422,1680635823538,16,11,0,5,85,4,12,0,0,0
2,423,1680635823554,16,11,0,5,85,4,37,1,0,0
2,424,1680635823571,17,11,0,5,85,4,13,0,0,0
2,425,1680635823587,16,11,0,5,85,4,13,0,0,0
2,426,1680635823603,16,11,0,5,85,4,13,0,0,0
2,427,1680635823619,16,11,0,5,85,4,13,0,0,0
2,428,1680635823635,16,11,0,5,85,4,13,0,0,0
2,429,1680635823651,16,11,0,5,85,4,13,0,0,0
2,430,1680635823667,16,11,0,5,85,4,13,0,0,0
2,431,1680635823683,16,11,0,5,85,4,13,0,0,0
2,432,1680635823699,16,11,0,5,85,4,13,0,0,0
2,433,1680635823716,17,11,0,5,85,4,13,0,0,0
2,434,1680635823732,16,11,0,5,85,4,13,0,0,0
2,435,1680635823748,16,11,0,5,85,4,13,0,0,0
2,436,1680635823764,16,11,0,5,85,4,13,0,0,0
2,437,1680635823780,16,11,0,5,85,4,13,0,0,0
2,438,1680635823796,16,11,0,5,85,4,13,0,0,0
2,439,1680635823812,16,11,0,5,85,4,13,0,0,0
2,440,1680635823829,17,11,0,5,85,4,13,0,0,0
2,441,1680635823845,16,11,0,5,85,4,13,0,0,0
2,442,1680635823862,17,11,0,5,85,4,13,0,0,0
2,443,1680635823885,23,11,1,5,84,4,13,0,0,0
2,444,1680635823896,11,11,0,5,84,4,13,0,0,0
2,445,1680635823911,15,11,0,5,84,4,13,0,0,0
2,446,1680635823928,17,11,0,5,84,4,13,0,0,0
2,447,1680635823944,16,11,0,5,84,4,13,0,0,0
2,448,1680635823960,16,11,0,5,84,4,13,0,0,0
2,449,1680635823977,17,11,0,5,84,4,13,0,0,0
2,450,1680635823994,17,11,0,5,84,4,13,0,0,0
2,451,1680635824009,15,11,0,5,84,4,13,0,0,0
2,452,1680635824025,16,11,0,5,84,4,13,0,0,0
2,453,1680635824041,16,11,0,5,84,4,13,0,0,0
2,454,1680635824058,17,11,0,5,84,4,13,0,0,0
2,455,1680635824074,16,11,0,5,84,4,13,0,0,0
2,456,1680635824090,16,11,0,5,84,4,13,0,0,0
2,457,1680635824106,16,11,0,5,84,4,13,0,0,0
2,458,1680635824123,17,11,0,5,84,4,13,0,0,0
2,459,1680635824139,16,11,0,5,84,4,13,0,0,0
2,460,1680635824156,17,11,0,5,84,4,13,0,0,0
2,461,1680635824171,15,11,0,5,84,4,13,0,0,0
2,462,1680635824187,16,10,0,5,84,4,13,0,0,0
2,463,1680635824204,17,10,0,5,84,4,13,0,0,0
2,464,1680635824220,16,10,0,5,84,4,13,0,0,0
